
train_batch_node_id, train_batch_node_size
1,4939
2,4919
3,4922
4,4937
5,4944
6,4933
7,4942
8,4898

train_batch_edge_id, train_batch_edge_size
1,5654
2,5300
3,5204
4,5762
5,5950
6,5370
7,5520
8,5322

train_seed_node_id, train_seed_node_size
1,492
2,489
3,490
4,491
5,492
6,491
7,492
8,487

validation_batch_node_id, validation_batch_node_size
1,4939
2,4919
3,4922
4,4937
5,4944
6,4933
7,4942
8,4898

validation_batch_edge_id, validation_batch_edge_size
1,5654
2,5300
3,5204
4,5762
5,5950
6,5370
7,5520
8,5322

validation_seed_node_id, validation_seed_node_size
1,4200
2,4183
3,4185
4,4199
5,4204
6,4195
7,4203
8,4165
