
train_batch_node_id, train_batch_node_size
1,2491
2,2453
3,2419
4,2475
5,2434
6,2463
7,2510
8,2548
9,2474
10,2489
11,2503
12,2417
13,2475
14,2453
15,2434
16,2548

train_batch_edge_id, train_batch_edge_size
1,3174
2,2502
3,2424
4,3084
5,2776
6,2576
7,3566
8,3644
9,2628
10,3180
11,3218
12,2586
13,3682
14,2502
15,2392
16,3390

train_seed_node_id, train_seed_node_size
1,248
2,244
3,241
4,247
5,242
6,246
7,250
8,254
9,247
10,247
11,250
12,241
13,247
14,244
15,242
16,254

validation_batch_node_id, validation_batch_node_size
1,2491
2,2453
3,2419
4,2475
5,2434
6,2463
7,2510
8,2548
9,2474
10,2489
11,2503
12,2417
13,2475
14,2453
15,2434
16,2548

validation_batch_edge_id, validation_batch_edge_size
1,3174
2,2502
3,2424
4,3084
5,2776
6,2576
7,3566
8,3644
9,2628
10,3180
11,3218
12,2586
13,3682
14,2502
15,2392
16,3390

validation_seed_node_id, validation_seed_node_size
1,2118
2,2086
3,2057
4,2104
5,2070
6,2094
7,2134
8,2166
9,2103
10,2117
11,2128
12,2055
13,2104
14,2086
15,2070
16,2166
