
train_batch_node_id, train_batch_node_size
1,676
2,674
3,676
4,682
5,680
6,678
7,678
8,672

train_batch_edge_id, train_batch_edge_size
1,750
2,722
3,566
4,714
5,740
6,704
7,698
8,716

train_seed_node_id, train_seed_node_size
1,65
2,64
3,64
4,66
5,65
6,66
7,64
8,64

validation_batch_node_id, validation_batch_node_size
1,676
2,674
3,676
4,682
5,680
6,678
7,678
8,672

validation_batch_edge_id, validation_batch_edge_size
1,750
2,722
3,566
4,714
5,740
6,704
7,698
8,716

validation_seed_node_id, validation_seed_node_size
1,577
2,576
3,577
4,581
5,580
6,578
7,579
8,574
