
train_batch_node_id, train_batch_node_size
1,2441
2,2448
3,2455
4,2452
5,2479
6,2524
7,2456
8,2462
9,2456
10,2424
11,2438
12,2478
13,2457
14,2475
15,2511
16,2478

train_batch_edge_id, train_batch_edge_size
1,1376
2,1302
3,1558
4,1360
5,1294
6,1368
7,1388
8,1280
9,1416
10,1486
11,1276
12,1214
13,1376
14,1434
15,1370
16,1384

train_seed_node_id, train_seed_node_size
1,243
2,244
3,244
4,243
5,246
6,251
7,245
8,246
9,244
10,241
11,243
12,247
13,245
14,246
15,250
16,246

validation_batch_node_id, validation_batch_node_size
1,2441
2,2448
3,2455
4,2452
5,2479
6,2524
7,2456
8,2462
9,2456
10,2424
11,2438
12,2478
13,2457
14,2475
15,2511
16,2478

validation_batch_edge_id, validation_batch_edge_size
1,1376
2,1302
3,1558
4,1360
5,1294
6,1368
7,1388
8,1280
9,1416
10,1486
11,1276
12,1214
13,1376
14,1434
15,1370
16,1384

validation_seed_node_id, validation_seed_node_size
1,2076
2,2082
3,2088
4,2086
5,2108
6,2146
7,2088
8,2093
9,2088
10,2062
11,2073
12,2107
13,2089
14,2105
15,2135
16,2108
