
train_batch_node_id, train_batch_node_size
1,338
2,334
3,335
4,338
5,344
6,348
7,341
8,330
9,330
10,347
11,337
12,334
13,343
14,334
15,338
16,345

train_batch_edge_id, train_batch_edge_size
1,220
2,122
3,172
4,178
5,192
6,214
7,148
8,196
9,220
10,172
11,208
12,156
13,144
14,152
15,228
16,242

train_seed_node_id, train_seed_node_size
1,32
2,32
3,32
4,33
5,32
6,34
7,32
8,32
9,32
10,33
11,32
12,32
13,32
14,32
15,33
16,33

validation_batch_node_id, validation_batch_node_size
1,338
2,334
3,335
4,338
5,344
6,348
7,341
8,330
9,330
10,347
11,337
12,334
13,343
14,334
15,338
16,345

validation_batch_edge_id, validation_batch_edge_size
1,220
2,122
3,172
4,178
5,192
6,214
7,148
8,196
9,220
10,172
11,208
12,156
13,144
14,152
15,228
16,242

validation_seed_node_id, validation_seed_node_size
1,289
2,285
3,286
4,288
5,294
6,296
7,291
8,282
9,282
10,296
11,288
12,285
13,293
14,285
15,288
16,294
