
train_batch_node_id, train_batch_node_size
1,48121
2,47874
3,47964
4,47636
5,47966
6,48132
7,48082
8,48329
9,48119
10,48088
11,48200
12,48038
13,48138
14,47784
15,48525
16,48117

train_batch_edge_id, train_batch_edge_size
1,1302747
2,1316012
3,1301062
4,1335116
5,1342260
6,1314814
7,1321634
8,1333151
9,1367269
10,1375156
11,1351170
12,1341448
13,1310994
14,1282438
15,1403433
16,1382815

train_seed_node_id, train_seed_node_size
1,8401
2,8401
3,8401
4,8401
5,8401
6,8401
7,8401
8,8401
9,8401
10,8401
11,8401
12,8401
13,8401
14,8401
15,8401
16,8401
17,8401
18,8401
19,8401
20,8401
21,8401
22,8401
23,8401
24,8401
25,8401
26,8401
27,8401
28,8401
29,8401
30,8401
31,8401
32,8401
33,8401
34,8401
35,8401
36,8401
37,8401
38,8401
39,8401
40,8401
41,8401
42,8401
43,8401
44,8401
45,8401
46,8401
47,8401
48,8401
49,8401
50,8401
51,8401
52,8401
53,8401
54,8401
55,8401
56,8401
57,8401
58,8401
59,8401
60,8401
61,8401
62,8401
63,8401
64,8371
