
train_batch_node_id, train_batch_node_size
17,48479
18,48174
19,47884
20,48138
21,48081
22,48396
23,48579
24,48510
25,48079
26,48495
27,48219
28,48068
29,47895
30,48100
31,48198
32,48069

train_batch_edge_id, train_batch_edge_size
17,1320479
18,1370478
19,1331070
20,1323998
21,1364039
22,1371632
23,1407197
24,1338772
25,1332157
26,1368199
27,1340525
28,1331090
29,1323147
30,1365326
31,1338240
32,1340401

train_seed_node_id, train_seed_node_size
1,8401
2,8401
3,8401
4,8401
5,8401
6,8401
7,8401
8,8401
9,8401
10,8401
11,8401
12,8401
13,8401
14,8401
15,8401
16,8401
17,8401
18,8401
19,8401
20,8401
21,8401
22,8401
23,8401
24,8401
25,8401
26,8401
27,8401
28,8401
29,8401
30,8401
31,8401
32,8401
33,8401
34,8401
35,8401
36,8401
37,8401
38,8401
39,8401
40,8401
41,8401
42,8401
43,8401
44,8401
45,8401
46,8401
47,8401
48,8401
49,8401
50,8401
51,8401
52,8401
53,8401
54,8401
55,8401
56,8401
57,8401
58,8401
59,8401
60,8401
61,8401
62,8401
63,8401
64,8371
