
train_batch_node_id, train_batch_node_size
33,48342
34,48035
35,47631
36,48298
37,48032
38,48495
39,48176
40,48204
41,48019
42,48364
43,47729
44,48364
45,47968
46,48048
47,48170
48,48269

train_batch_edge_id, train_batch_edge_size
33,1371188
34,1358317
35,1354713
36,1361546
37,1349464
38,1365517
39,1327200
40,1353882
41,1406645
42,1363870
43,1349807
44,1338474
45,1349346
46,1372388
47,1355620
48,1367067

train_seed_node_id, train_seed_node_size
1,8401
2,8401
3,8401
4,8401
5,8401
6,8401
7,8401
8,8401
9,8401
10,8401
11,8401
12,8401
13,8401
14,8401
15,8401
16,8401
17,8401
18,8401
19,8401
20,8401
21,8401
22,8401
23,8401
24,8401
25,8401
26,8401
27,8401
28,8401
29,8401
30,8401
31,8401
32,8401
33,8401
34,8401
35,8401
36,8401
37,8401
38,8401
39,8401
40,8401
41,8401
42,8401
43,8401
44,8401
45,8401
46,8401
47,8401
48,8401
49,8401
50,8401
51,8401
52,8401
53,8401
54,8401
55,8401
56,8401
57,8401
58,8401
59,8401
60,8401
61,8401
62,8401
63,8401
64,8371
