
train_batch_node_id, train_batch_node_size
49,34032
50,34054
51,34031
52,34141
53,34028
54,33852
55,34236
56,33875
57,34135
58,34340
59,34058
60,34019
61,34102
62,34254
63,34054
64,33843

train_batch_edge_id, train_batch_edge_size
49,717854
50,740418
51,730309
52,738485
53,687086
54,748194
55,757254
56,725151
57,743083
58,739916
59,730976
60,736295
61,726546
62,745424
63,747708
64,749021

train_seed_node_id, train_seed_node_size
1,8401
2,8401
3,8401
4,8401
5,8401
6,8401
7,8401
8,8401
9,8401
10,8401
11,8401
12,8401
13,8401
14,8401
15,8401
16,8401
17,8401
18,8401
19,8401
20,8401
21,8401
22,8401
23,8401
24,8401
25,8401
26,8401
27,8401
28,8401
29,8401
30,8401
31,8401
32,8401
33,8401
34,8401
35,8401
36,8401
37,8401
38,8401
39,8401
40,8401
41,8401
42,8401
43,8401
44,8401
45,8401
46,8401
47,8401
48,8401
49,8401
50,8401
51,8401
52,8401
53,8401
54,8401
55,8401
56,8401
57,8401
58,8401
59,8401
60,8401
61,8401
62,8401
63,8401
64,8371
